text,top_class,hate_speech,offensive_language,neither
HIPPIE ALL DAY,neither,0.041912023235316946,0.3898166754173877,0.5682713013472953
CORYFF BABY,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
:),neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ITS BILL!!!!,neither,0.0318254011087983,0.33299964078826727,0.6351749581029343
no me,neither,0.023233758956060772,0.4454448210683549,0.5313214199755844
hamzHMM hamzHMM hamzHMM,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PepegaPhone HERE WE GO,neither,0.13156755280784707,0.2765461283225309,0.5918863188696221
FROZONE,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
SANMAN,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
chah,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
me pepeD me pepeD me pepeD me pepeD me pepeD me pepeD me pepeD me pepeD me pepeD,neither,0.018491955366437673,0.460246435692358,0.5212616089412043
bill or riot :),neither,0.03945320844208391,0.33037608806864915,0.630170703489267
I was here PogYou,neither,0.16237291887918595,0.2531150994017352,0.5845119817190788
1 shot,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Got me on the edge of my seat tatTHIRSTY tatTHIRSTY tatTHIRSTY tatTHIRSTY tatTHIRSTY tatTHIRSTY tatTHIRSTY,neither,0.022947964533197782,0.4569761615833009,0.5200758738835013
WHETE IS MY SUPER SUIT????,neither,0.03484960721449021,0.41086157235593995,0.5542888204295698
PogU I WAS HERE,neither,0.16237291887918595,0.2531150994017352,0.5845119817190788
its frozone we know,neither,0.03063049197328652,0.3372788027860667,0.6320907052406467
drumroll!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
hamzHMM hamzHMM hamzHMM hamzHMM hamzHMM hamzHMM,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
frozone POG,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
were about to be in emote lol,neither,0.03612821181843279,0.4032137501541939,0.5606580380273734
@Wipz i hope your sandwich was delicious,neither,0.11093284964059853,0.22590338715510175,0.6631637632042997
I WAS HERE POG I WAS HERE POGI WAS HERE POG,neither,0.16237291887918595,0.2531150994017352,0.5845119817190788
we did the runs!!!,neither,0.03836496864386726,0.3160561253615316,0.6455789059946011
It's tfue Pog,neither,0.034373745257138544,0.33212314837979673,0.6335031063630647
COME ON HIPPIE,neither,0.035059577441318844,0.37126508228692573,0.5936753402717555
Shivener subscribed at Tier 1. They've subscribed for 20 months!,neither,0.020049385392809687,0.313615182212335,0.6663354323948553
tatW Welcome back Shivener tatW,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogYou,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
cLAP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yutr,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
me :),neither,0.018491955366437673,0.460246435692358,0.5212616089412043
FROZONE IS ON,neither,0.05411543891717976,0.358108051247265,0.5877765098355552
Hippie came into chat so probs him,neither,0.03933207459493632,0.3600939082436459,0.6005740171614178
You had the runs,neither,0.05802099205489598,0.3629002752620529,0.5790787326830512
FROZONE LEAKED,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BILL 4 DUO,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LEAK,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
in b4 announce,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BILL BILL BILL BILL,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
"Check out BLD by NZXT! The simplest way to get a customized gaming PC. Choose the games you want to play, set a budget, and BLD takes care of the rest. Built and shipped within 48 hours with a 2-year warranty. https://nzxt.co/Timthe_Tatman",neither,0.04161614885673052,0.33176033491915835,0.626623516224111
Clap,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Pog,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MonkaS,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
me,neither,0.018491955366437673,0.460246435692358,0.5212616089412043
It’s KEVIN POG,neither,0.037554805750496786,0.33102903580668525,0.6314161584428181
I can't take it anymore,neither,0.0380736357212755,0.3253312347664788,0.6365951295122457
tatHmm tatHmm tatHmm tatBlind tatBlind tatHmm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BILL BILL BILL,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
POGU ITS BILL,neither,0.0318254011087983,0.33299964078826727,0.6351749581029343
pick me,neither,0.03435081355879559,0.26859871017625536,0.697050476264949
ur washed up buddy :x,neither,0.0580097153694203,0.3692672227678869,0.5727230618626928
@18b_actual morning x18bacJEEP,neither,0.05283876784042269,0.1031882115525248,0.8439730206070525
I WAS HERE PogU,neither,0.16237291887918595,0.2531150994017352,0.5845119817190788
BILL or im leaving,neither,0.03864119480933459,0.36120080800142046,0.600157997189245
hamzHMM,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
