text,top_class,hate_speech,offensive_language,neither
Приветствую OSkomodo StinkyCheese,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
how do i drop the beat as brazilian skrillex?,neither,0.04554205210892146,0.3415756994359584,0.6128822484551201
Press q,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
hey luiyt what does pot of greed do again?,neither,0.03127030501779407,0.45094563739938154,0.5177840575828244
El Wubo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
i think it lets you draw 2 cards but im not sure,offensive_language,0.03999558853282181,0.48748253706430317,0.47252187440287513
pot of greed lets you drop two beats,neither,0.059605802148609534,0.36326974556557945,0.577124452285811
hey moonmoon_ow what does pot of greed do?,neither,0.03179864579333869,0.43994064345755474,0.5282607107491066
ez cyka блять,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
? wtf,offensive_language,0.04410695246022759,0.7898861884776351,0.16600685906213722
permadeath?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NICE GAME LUL,neither,0.03882289933950333,0.292093886985462,0.6690832136750346
blizzard BabyRage,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
perm death spectator,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
what is dead cannot die,neither,0.2145608365860943,0.14003047002993338,0.6454086933839722
lol,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
change hero?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LUL,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NECRO ULT PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
it's tf2 arena,neither,0.037828236809968684,0.3309349903269868,0.6312367728630445
no spawn EleGiggle,neither,0.03852177801590115,0.3461848932406789,0.6152933287434199
try turning respawns on and off again,neither,0.034744029488390435,0.3343385566023156,0.630917413909294
4Head,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
wtf???,offensive_language,0.04410695246022759,0.7898861884776351,0.16600685906213722
it was on stock all along!,neither,0.037104756009930025,0.4070322692915868,0.5558629746984831
"blizzard thought your ""team"" was doing too good so they stopped you from respawning Kappa",neither,0.07445824130566732,0.3100572650812481,0.6154844936130845
SELLOUT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NOOOOOOOOOOOOOOO,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Moonmoon,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
OSfrog pls mr lizard gibe us pathc OSfrog,neither,0.06893583011541767,0.32511957624335297,0.6059445936412295
rip o7,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
goddammit moonmoon what did you do,neither,0.08380996394521646,0.39455261170724104,0.5216374243475425
