text,top_class,hate_speech,offensive_language,neither
D1R7YMQNS73R has just subscribed to the stream!,neither,0.04068416685379741,0.3246301012664504,0.6346857318797522
lupoHYPE lupoHYPE lupoHYPE lupoHYPE lupoHYPE lupoHYPE lupoHYPE lupoHYPE lupoHYPE,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yo @drlupo this ones for you buddy,neither,0.04739753733071717,0.41066745236328345,0.5419350103059994
not yet,neither,0.03736749249345169,0.3382716119106542,0.624360895595894
Xur blows is a great gametag,neither,0.04603370080049517,0.30102250968979627,0.6529437895097085
^,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@drlupo mucho love homie good luck on the runs ill prolly be lurking.,neither,0.0356838721571423,0.3382691828225463,0.6260469450203113
!sr https://youtu.be/oT3mCybbhf0,neither,0.03991770540223806,0.3342657258110594,0.6258165687867027
Rip,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lol screw shaxx,neither,0.030390423329749658,0.3972060592599654,0.5724035174102851
"Lord_cthulhu0220 -> ""AVICII & RICK ASTLEY - Never Gonna Wake You Up (NilsOfficial Mashup)"" by nilsofficial has been added to the queue in position #1",neither,0.04789263518617616,0.4576525173072833,0.49445484750654056
!whymnk,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
"Originally, I looked for an alternate input method that would allow me to rez/move/shoot/jump/etc at the same time. I also get hand cramps after playing for too long with a controller. I've put 4000+ hours over ~18 months into learning to play this way on Destiny. I also own an Elite controller. More info: https://goo.gl/DK62Er",neither,0.0347322164813712,0.33008293347562484,0.635184850043004
shax always talks shit but doesnt fight himself,offensive_language,0.044525686015208815,0.9435104864631703,0.011963827521620935
PHEW,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@gollemgrabber24 arthritis,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
that was close lol,neither,0.026532753884797856,0.446252316406219,0.5272149297089831
shax only talks shit if you lose,offensive_language,0.037318062525400805,0.9610291441765639,0.0016527932980352636
yo nerds OSsloth,neither,0.0396322394376664,0.41518806354762605,0.5451796970147076
Is Xur Blows a regular?,neither,0.04782147638196647,0.32749785699215506,0.6246806666258785
could have been bad lol,neither,0.027249309240580975,0.4090884114102196,0.5636622793491994
Ben-Ben-Blows card! Kappa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
that was awk,neither,0.0350615150075947,0.3790618393118556,0.5858766456805496
"The next roll for a !giveaway finalist will occur at 1000 concurrent viewers, or in 1 Hours, 22 Minutes, 57 Seconds.",neither,0.03623348082806393,0.31494063951838946,0.6488258796535465
Lupo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
"@iamnotscottish guy comes in the party and says ""holy shit its dr lupo"" lol",offensive_language,0.03999776039714012,0.9261298895474963,0.03387235005536363
That was close lol,neither,0.026532753884797856,0.446252316406219,0.5272149297089831
liar @DrLupo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
"@arse_mckickerson yeah very very good player, also a lighthouse sherpa",neither,0.0259776789424987,0.4533077373491025,0.5207145837083986
"@Xurblows, ;)",neither,0.03945320844208391,0.33037608806864915,0.630170703489267
!sr nujabes million way of the drum,neither,0.03875472102019626,0.316829436762943,0.6444158422168608
"Royalwolf7 -> ""Old Boy Fight With The Million Way of Drum"" by vince lance has been added to the queue in position #1",neither,0.03674089331785154,0.34936470919547863,0.6138943974866699
hes never sniped defended me once,neither,0.028794915820346188,0.40869598332336526,0.5625091008562886
xbl ddoss,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@DrLupo nicely played Lupo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lmao,neither,0.03705015143476208,0.3711622369619404,0.5917876116032975
lol,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
screw shax,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
"@Xurblows, sneaky snek",neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Looool,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@xurblows what happened to h20 vs gatorade who won KappaHD,neither,0.04934351254090417,0.37146106079909696,0.5791954266599989
