text,top_class,hate_speech,offensive_language,neither
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
LETS COOK THE CATS,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
wixMini,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lirikP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
and no subs emote spam,neither,0.038056604595723534,0.307421411061482,0.6545219843427944
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
lirikN,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MingLee COOK MingLee THE MingLee DOGS MingLee AWAY MingLee !,neither,0.03989122686067237,0.2924283785736904,0.6676803945656372
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
FrankerZ FrankerZ FrankerZ FrankerZ,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BARK THE CATS AWAY OhMyDog,neither,0.04245170482295057,0.1749526589008937,0.7825956362761557
(ditto) dance (ditto) the (ditto) animals (ditto) away (ditto) (ditto) dance (ditto) the (ditto) animals (ditto) away (ditto) (ditto) dance (ditto) the (ditto) animals (ditto) away (ditto),neither,0.03987064320825402,0.29420397820910904,0.665925378582637
lirikN MEOW lirikN THE lirikN DOGS lirikN AWAY lirikN,neither,0.03985082363242716,0.29591384355579453,0.6642353328117784
chat stop spamming,neither,0.0394116165725202,0.42688646163765404,0.5337019217898259
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank !,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank !,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
lirikGOOD lirikGOOD lirikGOOD lirikGOOD lirikGOOD lirikGOOD lirikGOOD lirikGOOD lirikGOOD lirikGOOD,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NEW GRAPHIC,neither,0.04361047364002771,0.22599520028436243,0.73039432607561
@Lirik twitter said you were live holy phony,neither,0.055292288266210604,0.4369241345165927,0.5077835772171966
YAYYYAYYA,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lirikH,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank !,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
HYPE,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
HYPE,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Keepo CAN OhMyDog WE Keepo PLEASE OhMyDog LIVE Keepo IN OhMyDog PEACE Keepo,neither,0.043750677580876224,0.3270734261637947,0.629175896255329
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
WAY TO FUCKING PUSSY,offensive_language,0.011632194540114918,0.9883678054472459,1.2639022788769925e-11
o7,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
DOG > CAt,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lirikN MEOW lirikN THE lirikN COOKS lirikN AWAY lirikN lirikN MEOW lirikN THE lirikN COOKS lirikN AWAY lirikN,neither,0.039814954793060735,0.29900900075117504,0.6611760444557643
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank ! ​​,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
WE LIVE,neither,0.04675156173251523,0.3319383047908141,0.6213101334766706
Bai plebs lirikH,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BARK THE CATS AWAY OhMyDogvBARK THE CATS AWAY OhMyDogBARK THE CATS AWAY OhMyDog,neither,0.04300150397051293,0.13748528120241832,0.8195132148270687
live PogChamp,neither,0.04891340716200846,0.3271222919257548,0.6239643009122369
lirikGasm lirikGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LIVE,neither,0.04891340716200846,0.3271222919257548,0.6239643009122369
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN lirikN,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LIVE,neither,0.04891340716200846,0.3271222919257548,0.6239643009122369
lirikN MEOW lirikN THE lirikN COOKS lirikN AWAY lirikN lirikN MEOW lirikN THE lirikN COOKS lirikN AWAY lirikN lirikN MEOW lirikN THE lirikN COOKS lirikN AWAY lirikN lirikN MEOW lirikN THE lirikN COOKS lirikN AWAY lirikN,neither,0.039814954793060735,0.29900900075117504,0.6611760444557643
HYPEEE,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
(ditto) dance (ditto) the (ditto) animals (ditto) away (ditto),neither,0.03987064320825402,0.29420397820910904,0.665925378582637
"Es ist nicht so wie du denkst, wenn du denkst was ich denke was du denkst. Greetings from Germany you fucking pesant",offensive_language,0.09451544493214942,0.7679147611854754,0.13756979388237514
lets gooooo,neither,0.03864835078748214,0.3440366229783383,0.6173150262341796
HYPE,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ChefFrank LETS ChefFrank COOK ChefFrank THE ChefFrank CATS ChefFrank,neither,0.04108597481433723,0.19601548015992779,0.7628985450257351
OhMyDog BARK OhMyDog THE OhMyDog CATS OhMyDog AWAY OhMyDog OhMyDog BARK OhMyDog THE OhMyDog CATS OhMyDog AWAY OhMyDog OhMyDog BARK OhMyDog THE OhMyDog CATS OhMyDog AWAY OhMyDog OhMyDog BARK OhMyDog THE OhMyDog CATS OhMyDog AWAY OhMyDog,neither,0.04245170482295057,0.1749526589008937,0.7825956362761557
lirikAppa lirikAppa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lirikGasm lirikGasm lirikGasm lirikGasm lirikGasm lirikGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
