text,top_class,hate_speech,offensive_language,neither
Thoring is a legend PogChamp,neither,0.05100937113646074,0.3264013938032497,0.6225892350602895
"lmao I have thoorin blocked on twitter from like 2 years ago, totally forgot I did that",neither,0.04045381569561893,0.4449274845931613,0.5146186997112198
Thooorin waits for James to leave the show then roasts him too,neither,0.04726639267930395,0.2619980828795181,0.690735524441178
life now yre talkimg too much sumWTF,neither,0.0310343152100752,0.40512480264934697,0.5638408821405778
"thoring, to thor - the act of pure trollism",neither,0.04287009636173233,0.33420621740367334,0.6229236862345943
summit is using the Corsair Strafe with Brown switches and Red LEDs: http://amzn.to/1nHOXvm,neither,0.035916080568457985,0.29242837695756485,0.6716555424739772
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
"Swageroni_, is there rules against talking? DansGame",neither,0.047974104278847095,0.2695940756345443,0.6824318200866086
OH,neither,0.051363287716059566,0.22255663153133606,0.7260800807526044
sumVac2,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
wtf,offensive_language,0.04410695246022759,0.7898861884776351,0.16600685906213722
SIT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
GOD SUMMIT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LOL,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
wdkhnsd;sa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lirikMLG,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
SUMMTI,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
WHAT A GOD,neither,0.04923398149718041,0.32352925754042516,0.6272367609623944
HOLY SHIT,offensive_language,0.04257650662097627,0.9573463282193174,7.716515970639687e-05
!shot,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
sumVAC,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Thorin- dumb motherbitch,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
oh my lord,neither,0.03143913777238142,0.3750154971203132,0.5935453651073055
VAC,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
