text,top_class,hate_speech,offensive_language,neither
Not stupid... special :),neither,0.28573148680819305,0.15243349635420955,0.5618350168375975
Blizzard games lmao,neither,0.03801197534768165,0.3548375749993072,0.6071504496530111
compared...to...a... 5th grader?,neither,0.044522377092053256,0.32739162286764584,0.6280860000403009
it will PepeLaugh,neither,0.03935269371810934,0.28055840932539317,0.6800888969564974
cowboys suck,neither,0.0673311039203479,0.3400579233583605,0.5926109727212916
You’re gonna lose LUL LUL LUL LUL LUL,neither,0.04686037003211984,0.3453070030108667,0.6078326269570135
lol,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
ACTUALLY LAGUHING LUL,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LUL,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
KEKW KEKW KEKW KEKW KEKW KEKW KEKW KEKW,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
been watching u since cod streams on YT,neither,0.03752606520045438,0.3419483188036656,0.62052561599588
😂😂😂,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
When does Tim play apex,neither,0.0235923789184516,0.4563318852380043,0.5200757358435442
and with all this hype...if you dont win...,neither,0.026587182135206507,0.4768177435438021,0.4965950743209915
Your stupid buddy :),neither,0.27575730986342895,0.16348246691032634,0.5607602232262447
This seems like a bad idea @timthetatman,neither,0.045848793871005336,0.3484084148728122,0.6057427912561825
Have we talked about The Breaking Bad Movie on Netflix yet?? @TimTheTatman,neither,0.03516730863069905,0.32938850298581945,0.6354441883834814
@feephi HeyGuys tatHYPERS,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
big dumb dumb head ass,offensive_language,0.06664816369628412,0.9245720833466706,0.00877975295704529
@TimTheTatman Chat will be like Told you so Kappa,neither,0.0649549951020176,0.4043674352233783,0.530677569674604
tatSuh tatSuh tatSuh tatSuh,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BryanBGR subscribed with Twitch Prime. They've subscribed for 10 months!,neither,0.01797585316727558,0.3231136230633543,0.6589105237693702
tatPrime Welcome back BryanBGR tatPrime,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
just play Uno with mods,neither,0.025804348487634906,0.385797501207939,0.5883981503044261
tatBlanket tatBlanket,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@TimTheTatman what you drinking??,neither,0.07655280709686028,0.3915332791262875,0.5319139137768522
I mean i think you're passed 5th grade but... You do you buddy,neither,0.09329478957067924,0.4054537171590933,0.5012514932702273
Keke,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
can you do college on fridays,neither,0.05225127755095812,0.37813609331181613,0.5696126291372258
Laughing,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
HOMESCHOOLED KEKW,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
TIM Smarter than a 5th grader = 5Head KEKW,neither,0.039160359388021246,0.33534650079122147,0.6254931398207573
